"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-04-25",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-04-26",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-04-27",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-04-28",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-04-29",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-04-30",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-05-01",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-05-02",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-05-03",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-05-04",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-05-09",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-05-10",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-05-11",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-05-12",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-05-13",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-05-14",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-05-15",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-05-16",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-05-17",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-05-18",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-05-19",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-05-28",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-05-29",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-05-30",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-05-31",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-01",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-02",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-03",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-04",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-05",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-06",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-07",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-08",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-09",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-10",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-12",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-13",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-14",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-15",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-16",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-17",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-18",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-19",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-20",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-21",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-22",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-23",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-24",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-25",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-26",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-27",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-28",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-29",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-06-30",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-01",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-02",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-03",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-05",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-07",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-09",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-10",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-14",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-15",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-16",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-17",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-18",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-19",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-20",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-21",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-24",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-25",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-27",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-28",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-29",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-30",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-07-31",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-01",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-02",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-03",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-04",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-05",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-06",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-07",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-08",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-09",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-10",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-11",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-12",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-13",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-14",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-15",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-16",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-17",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-18",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-19",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-20",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-22",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-23",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-24",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-25",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-26",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-27",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-28",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-29",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-30",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-08-31",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-01",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-02",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-03",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-04",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-05",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-06",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-07",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-08",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-09",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-10",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-11",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-12",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-13",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-14",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-15",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-16",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-17",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-18",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-19",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-20",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-21",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-22",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-23",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-24",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-25",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-26",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-27",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-28",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-09-29",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-10-01",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-10-03",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-10-04",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-10-05",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-10-06",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-10-07",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-10-08",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-10-09",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-10-10",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-10-11",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-10-12",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-10-13",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-10-14",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-10-15",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-10-16",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-11-03",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-11-04",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-11-05",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-11-06",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-11-07",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-11-08",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-11-09",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-11-10",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-11-11",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-11-12",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-11-13",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-11-14",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-11-26",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-11-27",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-11-28",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-11-29",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-11-30",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-01",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-04",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-06",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-07",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-08",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-09",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-10",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-11",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-12",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-13",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-14",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-15",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-16",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-17",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-18",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-19",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-20",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-21",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-22",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-26",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-27",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-28",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-29",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-30",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2023-12-31",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-01",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-02",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-03",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-04",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-05",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-06",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-07",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-08",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-09",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-10",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-11",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-12",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-13",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-14",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-20",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-21",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-22",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-23",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-24",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-25",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-26",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-27",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-28",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-29",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-30",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-01-31",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-01",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-02",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-03",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-04",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-05",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-06",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-07",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-08",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-09",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-10",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-11",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-12",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-13",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-14",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-15",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-16",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-17",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-18",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-19",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-20",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-22",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-23",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-24",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-25",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-26",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-27",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-28",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-02-29",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-03-01",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-03-03",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-03-04",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-03-05",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-03-06",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-03-07",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-03-12",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-03-14",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-03-15",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-03-16",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-03-17",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-03-18",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-03-19",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-03-20",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-03-21",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-03-22",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-03-23",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-03-24",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-03-25",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-04-03",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-04-08",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-04-09",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-04-10",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-04-11",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-04-12",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-04-13",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-04-14",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-04-15",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-04-16",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-04-17",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-04-18",,,,
"US1NESB0013","SCOTTSBLUFF 1.3 ENE, NE US","2024-04-19",,,,
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-04-20","38","55","25",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-04-21","39","52","26",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-04-22","36","49","28",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-04-23","41","62","21",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-04-24","49","71","29",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-04-25","49","54","39",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-04-26","52","68","43",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-04-27","56","71","41",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-04-28","47","62","37",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-04-29","55","74","35",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-04-30","53","69","36",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-01","51","71","32",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-02","54","74","34",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-03","62","85","45",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-04","62","84","41",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-05","60","77","46",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-06","55","74","42",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-07","58","69","44",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-08","60","77","42",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-09","61","76","45",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-10","61","76","53",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-11","58","61","54",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-12","56","63","52",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-13","56","63","51",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-14","55","56","53",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-15","56","67","47",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-16","60","79","48",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-17","64","79","49",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-18","58","60","50",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-19","53","65","42",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-20","57","76","44",
"USW00024028","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","2023-05-21","62","81","45",
